ID,Username,City,Country,Date,Comment
665,Ison L,None,None,18-June-2019,"The dishes and quality of the food were okay, however, i was upset by the fact that the receptionist did nothing to stop the guy whom cut in the queue before me for the table. It has ruined the whole dining experiences."
666,373vladimirc,None,None,11-June-2019,"Absolutely terrible experience, half of dishes sold out, for such a restaurant this is total failure."
667,JPDallas,Dallas,Texas,23-May-2019,"We always entertained here while attending huge convention across the street. Great Cantonese food, efficient and impeccable service, even the place was flooded with overflow convention folks during our visits. Especially loved their steamed fish and dim sum. Your clients would love you meeting here instead of at the convention center!"
668,gqueen8,None,None,6-May-2019,"We had a private dining room where our hosts ordered a myriad courses showcasing the best in Cantonese style food. Of particular mention was the steamed fish, spinach soup and fried tofu cubes."
669,Navigate815656,None,None,16-September-2018,"I order the 1 sampler menu with the wine pairings by the sommelier. When I received the first dish the waitress informed me that they didn't have any of the wines. They didn't suggest anything instead and no sommelier in hand. The first plate a shrimp overcooked and a yellow sauce starting to get cold. Second plate a fish with something white under with no flavor. Third dish a overcooked and tough rib. The rice was ok. No one took the time to explain what I was eating. Service very  amusement park restaurant . Surprise that they have a Michelin star."
670,demandingp,None,None,22-May-2017,"Locating inside a 5 star hotel but the price is affordable. Guangzhou is a place where you can found traditional Chinese food easily along the street but sometime sitting inside a nice and decent restaurant giving you a confident feeling about the food quality."
671,youke_worldwide,Singapore,None,13-April-2017,"This Chinese restaurant was great and they also had a lot of private rooms in order for us to have a nice business lunch. The food ordered was designed to impress. When the soup came in, it was served in a big old style pot flowing with dry ice and being carried by two men and a lady to bang the gong. The bowls of soup were inside. Another excellent dish was the pencai that had every special kind of delicacy. They also served this special chicken that was brought up only on sunflower seed - the farm only serves a maximum of 200 chicken a day which is why the chicken is suppose to be so special - personally I found the ginger sauce that accompanied it a bit too salty. All in all, the venue atmosphere and the food were all designed to impress and would recommend it any day."
672,Ana L,None,None,19-March-2017,"Had a quick lunch prior to departure after a two-night stay last September, comparable dim-sum dishes with its Hong Kong counterpart, service could be a bit better, kind of slow and the lack of knowledge is not quite acceptable with five-star hotel restaurants."
673,LamN_12,None,None,15-March-2017,"Delectable Cantonese, attentive service, classy ambience (with private room if you so need). However, the chefs don't seem to take enough risks, as they don't offer many innovative dishes as at several other Shangri-La Summer Palace or Seventh Son restaurants, at least on the menu."
674,D-Orlovsky,None,None,17-September-2016,"My parents came to visit in China and we have been traveling around in Shenzhen, Donguan, Xiamen , Hk and finished in Guangzhou. Had visit in so many restaurants but there was one worth to mention!
We stayed in shangerila hotel( that was amazing by itself) and I wanted them to have a taste of the high end Chinese cuisine- summer palace was chosen.
We ordered 1 day before the Peking duck and a table for 4 in a private room.
In the entrance of the restaurant we met Sobriya and Rebecca that welcomed us with big smiles and showed us the way to the private room.
We chose a jasmine tea that had great smell and taste to accompany our meal.
The first dishes came fast and were a great opening for what to come.
All the dishes that arrived to the table were remarkably perfect ( shrimp dumplings, pork dumplings, cold radish and mushrooms , fried pork with vegetables ) but none of them could prepare us for the Peking duck!!!- it was the best one I have ever had!!!! - way of presentation ,skilled cutting, taste of gravy and meat, rice papers, fresh vegetables , second phase of cooking on the wok!!! Wow!!!!
The last course before desert was a symbolic dumplings birds cage that was very beautiful and not less tasty!
Sobriya and Rebecca keep visiting us 3 more times during the 2 hours meal and keep making sure that we are satisfied and all is for our taste. As it was the mid autumn festival, we received as well a great taste of the hotel's moon cakes as complimentary:)
The desert of fruit soup with mango and a sweet snow ball stuffed with cream was refreshing and a perfect finish for this amazing meal!
Its not cheap at all but for an exceptional experience in China worth every cent!"
675,Jannes M,None,None,13-May-2016,"The table by the window provided a tropical back drop to a most flavouresome chinese meal. Dimsum platter was tasty with interesting tasting sensations of crisp and texture/taste to the food.The fried rice with duck liver and roe was yummy."
676,mancho,None,None,25-April-2016,"It's the place to try the Cantonese food without any worry in quality.. just perfect. The people and the food are a fantastic combination to make you feel welcome at anytime"
677,Hiroaosta,None,None,24-June-2015,"Modern Chinese foods. No too oily, elegant tast & display. Service is good in English. But price is expensive."
678,enricoallievi,como,None,24-March-2015,"invited for a business dinner with some Chinese patrons , we got the privilege to taste a wide array of dishes all delicious, with fish and duck leading my list of favourites
Great vegetables , good wine selection and a service (we were in a private dining room) that was the only thing neglected of a superb night"
