ID,Username,City,Country,Date,Comment
1972,Chris H,Makati,Philippines,2-July-2016,"We have been frequent visitors to North in the Sands over the past year when looking for a bit of spice.

Being creatures of habit we always go for the window seat with a view over the casino floor to give a bit more feeling of space.

Our favorite dishes are:

Slow cooked sliced beef with vegetables in spicy garlic sauce
Deep fried pork spare ribs topped with spicy peanuts
Tonghao vegetable with garlic

Staff are all good with one or two with with enough English to get us out of trouble.

Hotel Carpark downstairs and lift close to restaurant are all plus's... Don't forget to get parking card stamped

Recommend stopping for an ice cream some where on the way home when the spice and residual garlic needs clearing."
1973,GluttonOfTruth,None,None,29-June-2016,"Environment - good ambience atmosphere to have a nice dinner with business partner Food - delicious and authentic standard, servings are huge though for not so good eater. Service - a bit disorganized if its crowede Menu - variety of choice for Chinese foods"
1974,Summerfrolics,Singapore,Singapore,29-December-2019,"Went to the branch at the old Macau town side. Food was satisfying - had their minced meat noodles, fried mochi balls and a few other dim sum items. The two mentioned were my favourite! I think cafes in Macau tend to do their fried mochi balls very well. Their pan fried dumplings were good too. Do note that the restaurant is inside the casino itself -we had to ask for directions as we couldn't find it at first when we got to the hotel."
1975,247Carpe_Diem,Seoul,South Korea,19-April-2019,"No reservations required. You can always find a seat there. It is pricey but the quality is good. The casino in that area ia also good - nice and clean. There is designated room for smoker. After food u can walk along river and enjoy the view"
1976,davidwilliamo357,None,None,3-April-2019,"Excellent service and great fast Chinese food options. You can get many different Chinese style cuisine here. Service is fast and friendly and good value!"
1977,Peng Soon L,None,None,24-March-2019,"Tasty broth. Not too salty. The shrimp wanton is fresh and aromatic, thanks to the hint of sesame oil."
1978,valercool,None,None,12-February-2019,"The ambience was good. The food was really tasty. Good choices available for both veg and non-veg. The dishesh cooked were really tasty and the chef uses fresh produce. The service was okay."
1979,MrShanghai,None,None,27-January-2019,"Inside Wynn Hotel, food there good . Try especially the char siu which is excellent. Unfortunately no draft beer."
1980,cartagia,ireland,None,29-December-2018,"Well, what a shame. We sat in this restaurant for 15 minutes and were completely ignored. We had a central table and after being escorted to the table, all the staff completely ignored us. A huge shame because we stayed in the Wynn Palace and it was without doubt the best hotel we've ever stayed in and the service was absolutely fantastic with amazing staff. But Red8 and the staff let me down and let the whole hotel down. How can they be so bad whilst the hotel is so wonderful? Everyone in the hotel goes above and beyond for the guests but nobody in here even looked at us. This needs to be addressed. A disgrace."
1981,LinaJ470,Jakarta,Indonesia,20-December-2018,"Just enjoy ours dinner minutes ago, can't wait to share my review

Fair price good quality of tasty food plus excellent services is a bonus

We order Braised Eggplant salty fish and Waited prawns honey beans chilly sauce, Vietnamese port and pork offal in vermicelli soup all taste perfectly delicious

David and Cindy both very kind to us
Thank you David and Cindy also others team all serve very nice

Higly recommended to Red 8 excellent services"
1982,Hermann S,Bangkok,Thailand,5-December-2018,"This is the first time that I really enjoyed Chinese food in China! Well flavored and good meat quality, that is not what I'm usually getting there :-) Also the service was great and the prices were reasonable given the location in one of Macau's best Casino Hotels."
1983,Tomtraveller2018,None,None,12-October-2018,"This is the only place where I can eat at night in that area. Japanese ramen and vietnamese soup are my favourites!"
1984,Gregory S,Hsinchu,Taiwan,14-July-2018,"We recently visited Macau, and spent 7 day’s there. We found that the food options were good but were more expensive than expected.
One restaurant stood out for their exceptional value. When dinning at 8 you feel that you’re getting a great value for your money. The service was good, remembering you’re in China. 8’s food quality more than made up for their service.
I highly recommend you try 8 when visiting The Wynn Palace, or the City of Dreams neighborhood."
1985,bobboersen1607,Beirut,Lebanon,19-April-2018,"When I visit 5* hotels for a meal, I expect top notch food & service. I ordered the Peking duck which was absolutely divine. However, the service was far below par and I felt I was left to my own devices. Raising hands several times to get attention, not once a follow up. The design is very red which can be expected in China and its territories. It was average, the duck was great but doesn’t carry the experience on its own to say it’s worth another visit."
1986,Ryan G,None,None,29-May-2017,"Given that you are sitting in a restaurant in the middle of a casino and hear the noises of the slot machine while ordering food, the quality is quite outstanding. Simply put: The Red 8 serves extraordinary food in the middle of the Wynn Casino!"
